Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,10,1,0.096483,404.96,70,2,0.022933,343.36,109,1,0.013438,352.05,67,1,0.015743,346.7
August,1,0:30,8,0,0.0,435.8,42,0,0.0,373.3,83,0,0.002166,352.88,44,0,0.006467,362.61
August,1,1:00,6,0,0.06804,392.36,18,2,0.112966,453.16,60,1,0.015024,341.79,37,0,0.003432,366.52
August,1,1:30,3,1,0.177168,329.56,9,0,0.055374,341.42,52,2,0.046461,363.57,26,0,0.01481,358.33
August,1,2:00,3,1,0.209497,514.08,8,0,0.042536,380.03,32,1,0.025246,348.92,18,0,0.015397,372.53
August,1,2:30,3,0,0.0,431.3,6,0,0.0,380.86,23,0,0.0,376.16,10,0,0.0,427.87
August,1,3:00,3,0,0.0,479.44,5,0,0.0,383.21,18,3,0.161496,386.72,4,0,0.011432,442.27
August,1,3:30,3,0,0.0,627.66,5,0,0.0,251.32,20,0,0.0,323.71,1,0,0.009146,722.91
August,1,4:00,3,0,0.003366,493.64,3,0,0.0,275.06,16,0,0.007581,412.86,0,0,0.006859,880.04
August,1,4:30,2,0,0.02343,356.99,3,0,0.0,338.53,18,0,0.009896,327.95,1,0,0.004573,524.76
August,1,5:00,2,0,0.043494,323.13,5,0,0.0,311.24,18,0,0.0,488.52,1,0,0.002286,405.2
August,1,5:30,2,0,0.063558,288.52,4,0,0.0,306.08,22,0,0.0,336.39,1,0,0.0,374.95
August,1,6:00,3,0,0.122046,293.91,4,0,0.0,448.15,29,0,0.0,305.99,13,1,0.047987,291.52
August,1,6:30,5,1,0.21383,336.07,12,5,0.387245,425.36,55,1,0.017846,292.32,22,1,0.057724,337.72
August,1,7:00,10,1,0.092408,284.49,17,0,0.011521,330.73,97,2,0.019695,304.29,42,1,0.016295,291.5
August,1,7:30,18,3,0.144526,338.51,29,0,0.004134,359.6,156,5,0.031107,285.57,68,1,0.020708,325.32
August,1,8:00,53,1,0.012967,279.79,53,1,0.010876,340.3,276,2,0.006536,297.28,117,1,0.004527,318.58
August,1,8:30,86,0,0.005374,309.98,72,2,0.023609,351.16,397,5,0.01374,322.01,172,2,0.009629,311.98
August,1,9:00,120,0,0.003438,311.26,187,3,0.018057,324.39,555,4,0.008056,320.23,259,3,0.011902,322.06
August,1,9:30,143,2,0.013224,304.18,250,3,0.0131,351.25,665,18,0.027069,341.01,322,5,0.015673,313.44
August,1,10:00,176,2,0.011841,329.75,314,5,0.014581,352.57,835,7,0.007828,342.3,382,6,0.01632,329.83
August,1,10:30,217,2,0.010335,326.07,359,14,0.039308,362.99,938,15,0.016016,357.68,443,18,0.039652,333.59
August,1,11:00,246,3,0.012102,335.77,415,7,0.016438,368.37,1016,13,0.01319,361.52,501,9,0.017064,342.38
August,1,11:30,247,5,0.021063,328.3,473,12,0.025674,375.04,1032,21,0.020832,369.01,520,6,0.010821,345.23
August,1,12:00,266,10,0.037001,335.87,484,7,0.01439,371.14,1052,17,0.015919,368.09,545,3,0.006152,351.49
August,1,12:30,285,12,0.040955,337.78,507,12,0.023382,368.94,1068,20,0.018328,366.71,563,14,0.024448,343.33
August,1,13:00,276,4,0.014273,340.21,537,19,0.036172,373.29,1046,15,0.014488,370.16,556,12,0.020991,354.23
August,1,13:30,274,1,0.004782,342.65,567,22,0.03849,367.48,1050,27,0.025866,367.01,563,12,0.021303,348.34
August,1,14:00,261,3,0.012244,341.66,575,27,0.046343,376.92,1045,28,0.026438,369.14,552,8,0.014385,347.15
August,1,14:30,265,5,0.019285,337.9,567,19,0.033593,383.62,1035,20,0.019638,362.67,574,23,0.040546,357.62
August,1,15:00,259,2,0.008087,336.15,547,9,0.016841,373.63,982,3,0.002862,372.18,550,7,0.013431,340.24
August,1,15:30,261,2,0.009126,343.65,534,9,0.017128,367.98,953,2,0.002524,369.26,522,6,0.011802,338.48
August,1,16:00,249,2,0.008254,360.59,531,6,0.01118,378.41,920,6,0.00617,369.26,505,5,0.010628,354.28
August,1,16:30,229,1,0.005911,331.03,496,4,0.008963,384.93,851,2,0.002617,366.28,465,3,0.005646,348.35
August,1,17:00,215,7,0.034044,343.38,481,3,0.006853,373.86,796,5,0.006385,369.77,433,4,0.008173,349.48
August,1,17:30,189,4,0.022588,356.09,454,5,0.010832,372.26,770,4,0.005452,365.44,416,1,0.003086,349.14
August,1,18:00,181,3,0.017466,358.22,415,9,0.021578,379.71,729,6,0.008258,361.41,389,2,0.004497,349.12
August,1,18:30,153,3,0.019131,374.03,388,7,0.018189,364.8,663,11,0.016999,373.93,339,1,0.001677,369.74
August,1,19:00,116,1,0.007232,359.71,342,7,0.019972,366.56,598,8,0.012992,361.85,323,1,0.004482,360.98
August,1,19:30,90,1,0.009836,369.94,310,6,0.018289,352.34,533,16,0.030881,359.01,289,1,0.004724,366.94
August,1,20:00,71,2,0.033289,335.71,278,14,0.051115,366.28,480,9,0.017993,368.26,249,2,0.009257,348.1
August,1,20:30,57,4,0.067723,308.25,239,4,0.017797,351.66,406,5,0.012058,361.47,226,2,0.007619,338.84
August,1,21:00,41,3,0.06652,331.58,186,5,0.027192,353.77,340,5,0.013282,360.8,193,6,0.031145,345.23
August,1,21:30,32,2,0.047745,333.53,165,3,0.01531,354.98,275,2,0.007153,363.22,161,1,0.005737,354.42
August,1,22:00,22,0,0.006939,407.83,129,3,0.025112,343.77,230,2,0.008,354.15,136,1,0.006469,337.95
August,1,22:30,15,2,0.125302,341.01,107,2,0.015587,365.14,195,2,0.009151,351.85,112,1,0.005727,344.95
August,1,23:00,14,2,0.133983,369.7,80,2,0.024947,333.77,145,1,0.003592,340.56,96,0,0.001412,342.31
August,1,23:30,9,0,0.0,291.92,64,0,0.007376,340.43,128,0,0.001881,345.74,76,2,0.020154,322.75
August,2,0:00,12,3,0.212776,523.71,82,13,0.152951,334.88,136,7,0.049424,342.73,100,1,0.011706,326.65
August,2,0:30,11,2,0.180173,485.89,61,10,0.165568,335.59,101,2,0.019655,389.53,68,0,0.0,342.8
