Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,4.73,0.0,0.0,405.37,28.6,0.23,0.008069,361.51,67.88,0.35,0.00514,317.66,29.87,0.0,0.0,313.41
August,1,0:30,4.19,0.0,0.0,490.8,21.08,0.0,0.0,331.11,56.24,0.3,0.00539,318.55,15.4,0.0,0.0,313.93
August,1,1:00,3.64,0.0,0.0,502.33,8.45,0.15,0.018079,465.64,39.31,0.21,0.005349,304.42,8.6,0.0,0.0,339.73
August,1,1:30,3.46,0.16,0.045445,403.8,3.82,0.26,0.068731,391.04,29.57,0.04,0.001465,329.7,2.94,0.0,0.0,330.79
August,1,2:00,3.15,0.24,0.075989,456.4,2.45,0.18,0.075465,393.57,21.75,0.39,0.017864,323.98,0.0,0.0,0.023214,329.88
August,1,2:30,1.68,0.0,0.0,453.29,2.02,0.03,0.014211,429.11,17.5,0.28,0.016026,302.89,0.0,0.0,0.0,352.53
August,1,3:00,1.58,0.0,0.0,337.44,1.85,0.0,0.0,469.11,13.77,0.56,0.040923,283.48,0.0,0.0,0.009986,407.8
August,1,3:30,2.88,0.0,0.0,347.31,1.79,0.0,0.0,225.25,13.66,0.49,0.035688,330.55,0.0,0.0,0.003568,573.75
August,1,4:00,5.69,0.0,0.0,321.13,1.77,0.01,0.003093,199.73,13.56,0.78,0.057645,337.46,0.0,0.0,0.0,830.82
August,1,4:30,4.35,0.11,0.025683,347.83,1.77,0.01,0.008445,213.9,13.41,0.46,0.034363,307.4,0.0,0.0,0.002047,561.97
August,1,5:00,6.29,0.19,0.029497,379.75,1.77,0.02,0.011743,203.68,15.27,0.51,0.033357,279.09,0.0,0.0,0.0,602.37
August,1,5:30,9.75,0.3,0.030788,344.66,2.59,0.0,0.0,261.41,19.51,0.66,0.033919,253.83,0.0,0.0,0.0,639.42
August,1,6:00,8.45,1.2,0.142372,333.61,3.07,0.0,0.0,478.14,30.18,0.55,0.018199,261.92,0.81,0.0,0.0,383.98
August,1,6:30,12.55,3.15,0.251054,319.04,6.91,1.65,0.238156,384.61,47.73,1.28,0.026857,276.97,3.97,0.08,0.021325,363.31
August,1,7:00,15.58,3.32,0.212913,304.35,14.37,0.6,0.042044,263.41,81.19,0.94,0.011587,276.94,14.21,0.18,0.012346,354.4
August,1,7:30,19.25,2.01,0.104355,301.61,25.59,1.18,0.04618,292.89,133.06,1.55,0.011614,256.29,32.22,0.35,0.01094,341.37
August,1,8:00,39.09,1.83,0.046937,275.64,59.56,1.03,0.017339,254.97,256.62,2.79,0.010866,281.73,69.86,0.31,0.004413,318.26
August,1,8:30,76.79,3.54,0.046124,255.41,97.61,1.89,0.019382,282.54,373.45,4.02,0.010774,303.35,97.39,0.7,0.00719,234.12
August,1,9:00,106.71,2.58,0.02416,256.43,163.94,2.52,0.015381,295.61,564.47,6.59,0.011681,304.7,147.13,1.28,0.008676,239.6
August,1,9:30,129.27,3.3,0.025544,276.19,213.66,3.29,0.015381,328.41,734.75,11.45,0.015589,311.59,187.35,2.39,0.012747,296.73
August,1,10:00,147.77,3.67,0.024837,276.76,244.96,4.71,0.019241,310.69,848.15,11.72,0.013812,313.36,210.36,3.24,0.015424,282.83
August,1,10:30,170.11,3.53,0.020735,275.37,280.68,10.56,0.037625,324.76,905.56,14.75,0.016291,332.38,238.24,8.71,0.036549,287.44
August,1,11:00,187.35,0.66,0.003537,281.94,304.47,4.93,0.016192,328.12,951.98,17.78,0.018682,332.44,281.24,5.31,0.01887,304.2
August,1,11:30,197.66,0.63,0.003203,283.47,333.2,5.81,0.017443,326.09,989.19,11.81,0.011934,335.1,303.99,4.06,0.013353,306.85
August,1,12:00,204.37,0.73,0.003565,283.11,367.14,4.23,0.011532,326.31,1015.21,12.12,0.011934,335.43,314.19,4.44,0.014138,305.69
August,1,12:30,204.54,3.72,0.018189,284.77,370.75,4.56,0.012304,327.53,1000.07,12.75,0.012754,340.4,332.26,3.6,0.010833,310.22
August,1,13:00,199.84,3.57,0.01787,286.43,382.17,5.88,0.015397,330.65,998.64,11.1,0.011114,341.79,333.31,4.28,0.012841,316.82
August,1,13:30,191.76,3.51,0.018282,290.65,396.34,10.89,0.027471,331.82,994.44,8.12,0.008165,340.26,354.65,5.2,0.014655,317.04
August,1,14:00,193.77,3.54,0.018282,292.14,403.06,9.5,0.023576,332.0,1002.83,8.95,0.008922,340.59,363.5,4.48,0.012324,317.63
