Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7.71,0.37,0.048529,351.13,52.99,1.33,0.025041,294.88,116.88,1.63,0.013976,322.53,51.53,1.29,0.024953,300.69
August,1,0:30,6.11,0.0,0.0,358.94,31.93,0.0,0.0,334.86,87.08,0.21,0.0024,327.42,34.84,0.35,0.010112,308.27
August,1,1:00,4.83,0.25,0.050976,352.08,13.86,0.88,0.0634,365.35,65.45,1.06,0.016124,304.4,28.47,0.07,0.002559,311.04
August,1,1:30,2.94,0.2,0.068624,295.89,6.94,0.18,0.026141,282.17,57.16,0.7,0.012182,333.25,20.19,0.29,0.014324,307.24
August,1,2:00,2.53,0.15,0.058824,412.41,6.77,0.2,0.029412,310.25,33.16,0.59,0.017918,308.02,13.11,0.14,0.010812,315.72
August,1,2:30,2.65,0.0,0.0,341.78,4.43,0.0,0.0,335.59,24.77,0.0,0.0,339.04,7.26,0.0,0.0,400.69
August,1,3:00,2.18,0.0,0.0,426.98,4.61,0.0,0.0,339.94,19.07,0.68,0.035571,345.12,3.12,0.03,0.009806,407.72
August,1,3:30,2.29,0.0,0.0,587.04,3.87,0.0,0.0,236.1,21.58,0.0,0.0,290.76,0.38,0.0,0.007845,558.59
August,1,4:00,2.33,0.01,0.004706,457.12,3.15,0.0,0.0,294.81,17.27,0.15,0.0084,386.9,0.24,0.0,0.005884,754.28
August,1,4:30,2.09,0.04,0.021176,371.24,3.17,0.0,0.0,284.75,18.75,0.31,0.016529,319.29,0.6,0.0,0.003922,537.48
August,1,5:00,2.22,0.08,0.037647,334.76,3.65,0.0,0.0,255.67,20.09,0.0,0.0,422.67,0.49,0.0,0.001961,449.73
