Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7.59,0.41,0.053846,361.64,48.55,1.04,0.021454,297.35,111.5,1.13,0.010177,319.69,49.52,0.9,0.018208,303.66
August,1,0:30,5.94,0.0,0.0,386.83,29.36,0.0,0.0,323.08,85.26,0.13,0.001569,320.7,32.26,0.26,0.008092,317.12
August,1,1:00,4.46,0.18,0.041023,352.54,12.5,0.8,0.063677,394.99,61.81,0.81,0.013069,310.59,27.27,0.09,0.003346,320.93
August,1,1:30,2.64,0.2,0.076919,299.39,6.48,0.22,0.034185,296.2,53.06,0.71,0.013446,330.33,19.03,0.23,0.012323,313.66
August,1,2:00,2.21,0.17,0.076923,463.32,6.47,0.25,0.038462,330.34,32.51,0.76,0.023431,317.15,13.7,0.19,0.014138,326.52
August,1,2:30,2.53,0.0,0.0,383.31,4.44,0.0,0.0,330.14,23.34,0.0,0.0,341.8,7.49,0.0,0.0,373.83
August,1,3:00,2.35,0.0,0.0,394.29,4.44,0.0,0.0,325.6,18.77,0.87,0.046515,354.07,3.0,0.04,0.012823,407.09
August,1,3:30,2.12,0.0,0.0,503.15,4.26,0.0,0.0,215.19,20.81,0.0,0.0,295.04,0.38,0.0,0.010258,569.36
August,1,4:00,2.15,0.01,0.003077,388.74,3.12,0.0,0.0,258.22,16.94,0.09,0.005492,375.09,0.29,0.0,0.007694,782.15
August,1,4:30,1.84,0.04,0.021538,319.43,3.01,0.0,0.0,280.03,18.1,0.24,0.013069,298.48,0.65,0.0,0.005129,455.54
August,1,5:00,2.09,0.08,0.04,303.01,3.8,0.0,0.0,261.88,18.43,0.0,0.0,445.44,0.51,0.0,0.002565,390.85
