Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,4.7,0.0,0.0,403.24,28.29,0.27,0.009414,361.15,66.97,0.2,0.003014,318.84,29.19,0.0,0.0,319.25
August,1,0:30,4.44,0.02,0.003785,487.62,20.86,0.07,0.003364,332.24,55.07,0.18,0.003199,317.91,15.31,0.0,0.0,319.77
August,1,1:00,4.02,0.03,0.006853,489.84,8.43,0.22,0.025596,447.59,38.54,0.09,0.002391,304.25,8.74,0.0,0.0,345.57
August,1,1:30,3.84,0.26,0.06782,425.38,3.96,0.29,0.072531,390.36,29.14,0.02,0.000627,323.73,3.32,0.0,0.0,341.72
August,1,2:00,3.73,0.3,0.080905,449.72,2.58,0.18,0.071139,404.69,21.45,0.46,0.021248,319.65,0.53,0.01,0.02192,336.88
August,1,2:30,2.4,0.0,0.0,447.22,2.15,0.03,0.013835,422.92,17.78,0.36,0.020105,297.05,0.0,0.0,0.0,354.2
August,1,3:00,2.31,0.0,0.0,335.23,2.09,0.0,0.0,452.72,13.8,0.5,0.036465,287.21,0.0,0.0,0.016952,445.85
August,1,3:30,3.6,0.06,0.015339,345.09,2.02,0.0,0.0,237.62,13.69,0.41,0.029587,336.85,0.0,0.0,0.009232,650.71
August,1,4:00,6.44,0.05,0.007278,325.75,2.02,0.0,0.0,212.94,13.26,0.66,0.049988,342.94,0.0,0.0,0.0,801.93
August,1,4:30,6.21,0.17,0.02665,353.71,2.02,0.03,0.014742,221.05,13.2,0.41,0.031241,316.83,0.0,0.0,0.008326,559.51
August,1,5:00,7.83,0.22,0.027517,380.03,2.02,0.04,0.019106,221.61,14.66,0.45,0.030625,287.2,0.0,0.0,0.0,598.49
August,1,5:30,10.85,0.55,0.050941,341.25,2.42,0.0,0.0,300.19,18.35,0.58,0.031567,262.46,0.0,0.0,0.0,601.02
August,1,6:00,10.05,1.29,0.128009,323.87,2.89,0.0,0.0,451.39,28.81,0.46,0.015872,257.98,0.13,0.0,0.0,365.05
August,1,6:30,14.0,3.28,0.234495,317.27,6.73,1.73,0.257058,392.07,46.08,1.07,0.023211,274.57,3.77,0.08,0.021341,363.64
August,1,7:00,16.98,3.0,0.176956,304.14,14.5,0.71,0.04926,263.69,81.71,0.99,0.01207,278.36,13.81,0.13,0.009198,355.47
August,1,7:30,21.21,2.15,0.101431,299.68,25.72,1.34,0.052035,288.08,134.05,1.69,0.012611,259.42,31.94,0.29,0.009198,344.05
August,1,8:00,40.31,1.88,0.046731,281.31,59.68,1.27,0.021357,253.23,259.0,3.19,0.01233,284.3,69.98,0.4,0.005701,320.13
August,1,8:30,77.49,3.29,0.042475,259.11,97.64,2.02,0.020733,277.18,376.85,4.45,0.011819,300.58,98.36,0.85,0.00868,295.47
August,1,9:00,107.81,1.77,0.016404,255.51,163.82,2.8,0.017074,290.66,565.99,7.02,0.012401,299.28,150.48,1.5,0.009948,269.53
August,1,9:30,130.19,2.47,0.01901,275.27,212.91,3.64,0.017074,321.89,733.43,11.37,0.015509,310.19,189.09,2.38,0.01257,292.95
August,1,10:00,150.11,2.85,0.01901,276.56,247.81,5.18,0.020896,309.65,846.84,13.19,0.015576,313.24,217.71,3.28,0.015083,276.65
August,1,10:30,171.3,2.74,0.016013,274.57,285.65,10.52,0.036828,320.41,905.25,16.32,0.018027,331.81,244.95,8.48,0.0346,282.57
August,1,11:00,185.02,0.51,0.002731,281.14,312.69,6.0,0.019202,323.76,950.37,17.66,0.018586,333.52,287.31,5.03,0.017519,303.74
August,1,11:30,194.57,0.64,0.003288,282.19,340.72,6.84,0.020065,324.13,990.29,13.24,0.013367,334.99,308.77,3.89,0.012607,303.74
August,1,12:00,200.32,0.66,0.003288,282.19,373.9,5.66,0.015137,324.13,1006.33,13.45,0.013367,335.35,319.29,3.88,0.01216,302.59
August,1,12:30,201.08,2.76,0.013716,285.6,380.08,6.01,0.015812,325.01,1000.7,13.83,0.013821,340.08,335.94,3.38,0.010047,307.12
August,1,13:00,197.46,2.71,0.013716,285.97,386.34,7.16,0.018536,329.07,996.35,11.74,0.011787,341.55,334.09,4.08,0.012214,313.72
August,1,13:30,191.88,2.81,0.014637,290.19,398.31,10.66,0.02676,330.24,993.39,10.23,0.010303,340.09,353.63,4.9,0.013855,313.0
August,1,14:00,195.36,2.86,0.014637,291.67,408.22,9.3,0.022787,330.41,1002.69,10.1,0.010076,340.42,363.15,4.22,0.011629,313.38
August,1,14:30,198.5,2.91,0.014666,300.29,410.51,7.66,0.018665,333.9,1006.87,9.32,0.009252,340.42,364.23,6.25,0.017163,313.6
August,1,15:00,195.09,2.96,0.015148,300.91,408.96,6.07,0.014844,334.4,1002.22,8.72,0.008699,341.95,354.92,3.07,0.008641,309.01
August,1,15:30,195.51,2.86,0.014617,301.39,405.36,6.21,0.015316,334.4,990.19,14.34,0.01448,342.28,351.5,3.77,0.010729,308.74
August,1,16:00,196.96,2.74,0.013901,300.45,402.67,5.88,0.014614,339.87,967.9,12.96,0.013388,342.28,350.3,2.59,0.007406,311.95
August,1,16:30,194.95,1.73,0.008882,300.83,385.3,5.54,0.014367,341.01,912.73,5.81,0.00637,342.9,333.04,2.44,0.007333,312.85
August,1,17:00,172.39,3.81,0.022105,302.75,362.23,5.48,0.015126,341.01,849.81,5.37,0.006323,342.9,314.96,1.57,0.004994,315.07
August,1,17:30,139.74,2.71,0.019396,303.81,342.59,3.15,0.009185,341.01,793.06,5.49,0.006917,343.21,287.62,1.3,0.00453,313.15
August,1,18:00,117.87,2.44,0.020711,304.92,317.5,4.15,0.013067,340.89,714.86,6.62,0.009261,344.24,257.24,0.79,0.003082,313.52
August,1,18:30,86.14,1.19,0.013822,323.38,281.91,3.68,0.013067,340.07,635.95,6.56,0.010311,346.55,231.89,1.24,0.00534,314.03
August,1,19:00,66.95,0.81,0.012079,322.93,252.63,3.3,0.013067,332.72,566.89,5.85,0.010311,342.41,211.8,1.7,0.008013,305.96
August,1,19:30,52.47,0.5,0.009508,311.21,225.35,2.94,0.013067,326.45,512.46,3.66,0.007139,341.05,181.39,1.74,0.009576,309.28
August,1,20:00,44.45,1.06,0.023903,300.61,194.87,2.63,0.01351,327.0,447.32,4.45,0.009948,345.71,154.29,1.69,0.010972,297.88
August,1,20:30,39.61,1.64,0.041382,298.97,171.44,2.47,0.014394,323.01,371.59,2.49,0.006714,335.71,144.17,1.43,0.009945,289.46
August,1,21:00,28.44,1.31,0.046154,303.46,141.07,2.08,0.014741,324.72,305.16,2.46,0.008047,339.24,117.64,3.03,0.025733,293.2
August,1,21:30,21.23,0.98,0.046038,302.28,108.79,1.6,0.014741,339.9,262.16,1.72,0.006564,334.75,107.45,1.04,0.009689,298.33
August,1,22:00,16.84,0.6,0.035822,291.59,77.73,1.13,0.014497,329.33,217.69,1.57,0.007217,330.82,97.28,0.79,0.008096,298.25
August,1,22:30,13.55,1.85,0.136346,270.33,60.3,1.17,0.019392,320.19,172.32,1.06,0.006165,325.03,72.43,0.42,0.005785,289.11
August,1,23:00,13.0,1.8,0.138344,270.41,44.44,0.88,0.019718,308.76,133.0,0.82,0.006165,325.48,52.81,0.26,0.005017,289.04
August,1,23:30,11.6,0.14,0.011899,247.12,36.24,0.71,0.019718,319.99,106.66,0.66,0.006231,323.6,35.17,0.23,0.006643,284.58
August,2,0:00,4.22,0.19,0.044958,522.01,25.34,0.27,0.010587,341.27,57.37,0.0,0.0,326.02,34.67,0.0,0.0,285.0
August,2,0:30,4.24,0.25,0.05786,468.06,18.79,0.0,0.0,315.03,45.98,0.0,0.0,333.9,23.26,0.0,0.0,285.77
August,2,1:00,3.16,0.15,0.046416,435.77,8.02,0.0,0.0,444.81,33.12,0.0,0.0,300.17,17.58,0.0,0.0,319.46
August,2,1:30,2.51,0.15,0.058122,382.1,4.02,0.0,0.0,406.23,25.37,0.0,0.0,299.0,13.52,0.0,0.0,320.64
August,2,2:00,1.84,0.11,0.061199,278.37,2.57,0.01,0.004154,401.32,17.75,0.21,0.011798,319.91,10.73,0.27,0.025319,334.96
August,2,2:30,0.61,0.0,0.0,279.92,2.14,0.0,0.0,403.27,13.09,0.12,0.00937,320.45,7.58,0.0,0.0,371.86
