Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,8.64,0.42,0.048529,351.13,58.0,1.45,0.025041,294.88,94.42,1.32,0.013976,322.53,57.45,1.43,0.024953,300.69
August,1,0:30,6.85,0.0,0.0,358.94,34.95,0.0,0.0,334.86,70.35,0.17,0.0024,327.42,38.84,0.39,0.010112,308.27
August,1,1:00,5.41,0.28,0.050976,352.08,15.16,0.96,0.0634,365.35,52.87,0.85,0.016124,304.4,31.74,0.08,0.002559,311.04
August,1,1:30,3.29,0.23,0.068624,295.89,7.59,0.2,0.026141,282.17,46.18,0.56,0.012182,333.25,22.51,0.32,0.014324,307.24
August,1,2:00,2.83,0.17,0.058824,412.41,7.41,0.22,0.029412,310.25,26.79,0.48,0.017918,308.02,14.61,0.16,0.010812,315.72
August,1,2:30,2.97,0.0,0.0,341.78,4.85,0.0,0.0,335.59,20.01,0.0,0.0,339.04,8.1,0.0,0.0,400.69
August,1,3:00,2.45,0.0,0.0,426.98,5.05,0.0,0.0,339.94,15.4,0.55,0.035571,345.12,3.48,0.03,0.009806,407.72
August,1,3:30,2.57,0.0,0.0,587.04,4.24,0.0,0.0,236.1,17.43,0.0,0.0,290.76,0.42,0.0,0.007845,558.59
August,1,4:00,2.61,0.01,0.004706,457.12,3.45,0.0,0.0,294.81,13.95,0.12,0.0084,386.9,0.26,0.0,0.005884,754.28
August,1,4:30,2.35,0.05,0.021176,371.24,3.47,0.0,0.0,284.75,15.15,0.25,0.016529,319.29,0.67,0.0,0.003922,537.48
August,1,5:00,2.49,0.09,0.037647,334.76,3.99,0.0,0.0,255.67,16.23,0.0,0.0,422.67,0.54,0.0,0.001961,449.73
August,1,5:30,2.38,0.13,0.054118,262.72,3.15,0.0,0.0,243.9,19.49,0.0,0.0,306.86,1.12,0.0,0.0,382.65
August,1,6:00,3.18,0.26,0.083194,267.45,4.45,0.0,0.0,364.67,26.29,0.0,0.0,271.81,11.24,0.5,0.044118,260.2
August,1,6:30,4.49,0.73,0.162459,290.86,10.64,3.26,0.306294,355.35,46.51,0.48,0.010406,260.03,20.81,1.42,0.068012,290.04
August,1,7:00,8.11,0.6,0.074182,262.35,15.75,0.23,0.014324,302.23,85.62,0.61,0.007151,268.88,36.8,0.52,0.014147,257.07
August,1,7:30,14.37,1.06,0.073818,296.17,26.33,0.07,0.002676,305.54,138.37,1.33,0.009602,253.83,59.77,1.08,0.018018,287.29
