Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7.89,0.38,0.048529,351.13,53.37,1.34,0.025041,294.88,118.7,1.66,0.013976,322.53,53.87,1.34,0.024953,300.69
August,1,0:30,6.26,0.0,0.0,358.94,32.16,0.0,0.0,334.86,88.44,0.21,0.0024,327.42,36.42,0.37,0.010112,308.27
August,1,1:00,4.94,0.25,0.050976,352.08,13.95,0.88,0.0634,365.35,66.47,1.07,0.016124,304.4,29.76,0.08,0.002559,311.04
August,1,1:30,3.01,0.21,0.068624,295.89,6.98,0.18,0.026141,282.17,58.05,0.71,0.012182,333.25,21.11,0.3,0.014324,307.24
August,1,2:00,2.59,0.15,0.058824,412.41,6.82,0.2,0.029412,310.25,33.68,0.6,0.017918,308.02,13.7,0.15,0.010812,315.72
August,1,2:30,2.72,0.0,0.0,341.78,4.46,0.0,0.0,335.59,25.15,0.0,0.0,339.04,7.59,0.0,0.0,400.69
August,1,3:00,2.24,0.0,0.0,426.98,4.65,0.0,0.0,339.94,19.36,0.69,0.035571,345.12,3.26,0.03,0.009806,407.72
August,1,3:30,2.35,0.0,0.0,587.04,3.9,0.0,0.0,236.1,21.91,0.0,0.0,290.76,0.4,0.0,0.007845,558.59
August,1,4:00,2.38,0.01,0.004706,457.12,3.17,0.0,0.0,294.81,17.54,0.15,0.0084,386.9,0.25,0.0,0.005884,754.28
August,1,4:30,2.14,0.05,0.021176,371.24,3.19,0.0,0.0,284.75,19.05,0.31,0.016529,319.29,0.63,0.0,0.003922,537.48
August,1,5:00,2.28,0.09,0.037647,334.76,3.68,0.0,0.0,255.67,20.4,0.0,0.0,422.67,0.51,0.0,0.001961,449.73
August,1,5:30,2.18,0.12,0.054118,262.72,2.9,0.0,0.0,243.9,24.51,0.0,0.0,306.86,1.05,0.0,0.0,382.65
August,1,6:00,2.9,0.24,0.083194,267.45,4.09,0.0,0.0,364.67,33.05,0.0,0.0,271.81,10.54,0.46,0.044118,260.2
